Reporter,Partner,Product categories,Indicator Type,Indicator,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         580711.24,         530181.64,         555435.54,         539378.36,         491572.98,         476331.53,         466001.89,         426214.30,         344407.97,         396464.26,         375936.00,         336226.89,         284207.43,         229049.18,         176602.50,         143712.36,         110485.89,         107607.01,          93779.14,          80257.33,          70390.70,          58014.07,          51887.11,          44172.34,          36066.20,,,,,
,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,           2085.68,,
,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,           1990.76,           1664.21,
,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,          32519.14,          30147.57,           3302.26,           3156.42,
,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,          76720.25,          71323.43,          70086.87,          76551.07,          75538.80,          80322.57,          76568.02,          69401.66,          58477.92,          77038.20,          71266.75,          67953.70,          62257.45,          60155.64,          57857.62,          56775.96,          62838.10,          71032.94,          63131.33,          63690.05,          73721.27,          75736.80,          73035.68,          60535.47,          54487.81,          53952.99,          54351.00,           7038.12,           7426.36,
,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         153311.11,         147061.30,         146595.54,         149554.20,         151920.83,         161474.75,         145758.37,         136824.74,         109269.97,         157769.06,         163884.02,         165783.42,         154097.67,         143951.80,         131121.54,         134400.81,         135930.35,         157655.64,         144992.48,         134527.18,         133350.67,         125620.93,         136034.62,         130788.71,         118702.26,         109125.61,         104661.66,           8154.77,           8063.96,
,"Korea, Rep.",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           1353.76,
,"Korea, Rep.",All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           2061.20,
,Mexico,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,         249366.52,         235463.32,         240948.22,         245358.27,         231348.23,         221266.32,         203818.50,         168529.80,         133217.87,         157041.82,         141145.37,         137985.58,         123028.74,         113113.64,          98991.97,          99012.45,         103074.95,         112706.52,          88140.70,          79977.23,          72314.12,          57681.87,          47155.22,          51603.56,          42235.90,          41158.63,          33625.26,,,
,Mexico,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         344567.38,         321842.72,         323603.65,         322929.73,         306461.51,         303125.41,         289931.21,         253718.85,         192856.53,         234927.74,         228930.43,         214634.80,         184440.22,         168220.94,         148404.22,         144148.50,         139165.27,         144065.12,         117491.04,         101249.07,          92187.97,          78535.28,          66646.77,          53607.78,          43505.88,          38143.09,          34018.88,,,
,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,          41853.59,          38178.13,          36027.90,          43981.27,          45426.58,          43804.97,          42043.59,          39227.44,          36419.39,          31665.52,          29240.02,          28636.20,          25381.28,          24685.96,           3009.21,           2984.15,
,United Kingdom,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,           4153.38,           3855.06,
,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,         319076.52,         296614.75,         313598.56,         364968.82,         346041.49,         338265.37,         331755.02,         289418.96,         236480.91,         353782.67,         331601.97,         316556.51,         302195.42,         267804.20,         233380.46,         220072.35,         227244.27,         241728.90,         205020.27,         181853.78,         176882.02,         161108.66,         151431.55,         135932.27,         116696.39,         104064.38,          95501.39,          95219.06,          85338.10,
,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         222684.21,         210930.91,         223998.80,         252504.37,         241298.82,         234676.89,         223797.59,         198242.76,         164951.31,         214861.87,         207257.61,         192942.44,         178395.77,         160827.01,         145755.35,         139278.67,         140999.71,         154497.37,         144425.24,         137306.13,         133547.62,         114535.73,         110261.03,         100226.30,          88041.70,          79822.73,          75265.21,          75233.70,          74532.78,
,World,All Products,Tariff,Duty Free Imports (US$ Thousand),     1764500985.56,     1790889637.09,     1779018237.48,     1851426175.51,     1764370344.72,     1746987825.32,     1742821238.40,     1530990171.14,     1223920658.22,     1664158225.00,     1512272620.07,     1460987261.09,     1285163621.41,     1149278558.31,      956458158.89,      847577373.30,      843054385.83,      900855423.61,      750884681.51,      450390493.69,      436655803.70,      359943541.63,      343711707.97,,      213385530.74,      130128121.93,      117712687.42,      116962619.00,      133110207.64,
,World,Animal,Export,Export(US$ Mil),          39969.04,          36608.53,          36950.71,          43507.54,          40070.18,          37937.49,          36850.18,          30658.74,          25944.19,          30772.28,          25863.10,          22293.01,          21141.91,          17980.94,          18815.42,          18135.04,          19235.77,          17867.26,          15859.73,          15039.50,          16200.61,          16077.49,          15420.35,          13418.38,          12495.41,          12693.71,          11372.38,           3898.67,           3299.25,
,World,Capital goods,Export,Export(US$ Mil),         591910.80,         568502.69,         591403.13,         611294.29,         590837.23,         592473.24,         564341.16,         511239.68,         432498.51,         604932.08,         595611.91,         556231.18,         448963.27,         416017.63,         405965.84,         399372.78,         430911.45,         479692.06,         420119.39,         400237.68,         393486.03,         342726.38,         314642.43,         280400.27,         249031.84,         236527.83,         220333.40,          32183.52,          30223.58,
,World,Chemicals,Export,Export(US$ Mil),         183916.10,         179078.72,         189076.05,         192318.27,         191630.00,         190515.29,         191248.41,         174876.05,         150988.46,         170847.91,         146473.66,         127270.63,         113270.36,         103273.59,          85373.04,          75427.53,          74055.02,          74148.68,          67140.58,          64369.31,          65849.35,          58769.74,          57401.11,          49011.44,          43325.97,          42538.49,          40989.81,           5454.79,           5102.08,
,World,Consumer goods,Export,Export(US$ Mil),         520901.25,         488574.87,         506240.08,         569763.53,         552093.59,         529975.84,         496572.04,         420092.40,         342671.86,         440138.30,         389669.05,         355405.78,         325735.44,         283955.02,         252413.10,         233238.61,         237760.68,         244341.82,         208620.12,         195031.82,         192841.78,         176730.28,         162708.34,         150360.48,         132104.67,         119529.05,         106502.76,          27134.34,          25591.52,
,World,Food Products,Export,Export(US$ Mil),          57800.74,          56678.23,          57551.96,          58302.55,          56466.40,          51916.43,          48424.08,          41426.63,          35982.44,          37468.19,          32922.54,          29679.40,          26840.81,          25609.76,          24352.35,          22799.77,          24171.66,          23936.04,          22964.69,          24243.92,          25020.64,          23456.35,          21594.60,          20994.14,          19061.18,          18629.04,          16994.60,           1958.30,           1614.19,
,World,Footwear,Export,Export(US$ Mil),           2258.35,           2213.09,           2341.40,           2277.59,           2166.71,           2085.63,           2005.14,           1746.64,           1527.45,           1714.60,           1487.36,           1394.78,           1246.52,           1110.19,           1101.22,           1124.62,           1235.28,           1298.95,           1240.47,           1240.74,           1334.67,           1265.12,           1161.83,           1127.21,           1020.99,            958.91,            876.49,             96.38,             78.29,
,World,Fuels,Export,Export(US$ Mil),         223615.43,         156014.61,         181703.35,         284425.81,         269348.99,         253747.92,         246629.37,         173828.40,         127003.94,         202570.46,         129279.82,         112420.22,          99484.49,          71929.51,          58065.74,          43619.67,          50109.75,          50024.61,          30232.76,          27791.85,          34673.90,          33455.06,          27898.11,          25115.46,          25030.36,          25075.62,          25984.94,          12691.68,          10654.70,
,World,Hides and Skins,Export,Export(US$ Mil),           5376.28,           5691.35,           6654.35,           7338.95,           7649.30,           6641.69,           6217.48,           5333.12,           3831.70,           5140.32,           5364.81,           5195.47,           4812.16,           4501.36,           3989.95,           3832.52,           4153.10,           3885.97,           3240.12,           3333.43,           3875.65,           3680.87,           3608.37,           3281.26,           3034.38,           3023.39,           2987.34,            511.46,            518.83,
,World,Intermediate goods,Export,Export(US$ Mil),         398028.67,         382184.93,         402071.53,         436466.85,         444260.63,         440665.77,         449452.56,         380105.53,         297061.00,         407611.74,         363658.57,         319656.63,         267092.02,         239709.58,         208882.46,         193643.41,         201108.73,         211488.25,         191203.05,         189633.53,         195105.84,         180985.36,         180166.20,         149935.56,         136620.49,         130185.45,         127795.73,          39359.79,          38528.90,
,World,Mach and Elec,Export,Export(US$ Mil),         408310.39,         390919.44,         411575.41,         430407.06,         417862.35,         419312.90,         411937.89,         377107.38,         318354.22,         417528.71,         399188.29,         376327.86,         324702.12,         300204.53,         277933.84,         274322.27,         303985.70,         352773.00,         295098.05,         278171.59,         284021.90,         250197.22,         231592.09,         197210.01,         169919.16,         156117.55,         146025.95,          16445.78,          14697.17,
,World,Metals,Export,Export(US$ Mil),         100886.68,          91384.69,          98746.01,         112716.12,         111824.08,         115924.95,         118831.10,         100033.44,          76827.94,         116835.39,         106940.09,          90607.45,          71490.08,          60352.23,          48056.27,          44644.72,          44464.61,          49267.47,          42218.49,          43273.68,          44792.95,          41385.63,          41373.08,          32437.07,          28496.06,          28155.70,          28918.64,          10172.71,          10246.53,
,World,Minerals,Export,Export(US$ Mil),          18014.69,          15409.45,          17424.65,          21095.59,          19595.44,          19872.07,          20787.00,          15179.08,          11254.76,          17957.95,          14304.13,          12472.44,           9559.40,           6319.62,           5350.73,           5010.20,           5184.80,           5412.76,           4962.01,           5271.44,           6134.88,           5797.84,           6307.15,           4845.44,           4509.44,           5661.68,           5912.78,           4041.73,           3942.54,
,World,Miscellaneous,Export,Export(US$ Mil),         210690.25,         202918.51,         322403.13,         315765.01,         298746.00,         282824.11,         255639.54,         238581.58,         220283.23,         168863.55,         162595.23,         148398.37,         188014.62,         168101.67,         109729.55,         107171.39,         113737.11,         117445.75,          99460.84,          93960.30,          88971.10,          80151.63,          73352.84,          66820.92,          60191.17,          57379.67,          53818.63,           8929.18,           4991.33,
,World,Plastic or Rubber,Export,Export(US$ Mil),          91541.48,          86935.61,          90110.81,          95318.35,          92734.68,          91360.46,          90301.15,          80326.80,          64545.60,          78972.03,          74751.53,          68496.27,          61832.52,          54545.42,          46848.87,          43955.79,          43305.80,          45032.08,          38683.73,          36723.65,          36748.22,          32427.20,          30366.80,          25762.75,          21941.03,          20663.03,          19446.77,           3200.58,           2638.31,
,World,Raw materials,Export,Export(US$ Mil),         260691.10,         218977.14,         231414.69,         304104.81,         285269.59,         287394.82,         288631.62,         228803.91,         180989.75,         248469.31,         179121.44,         144886.82,         119064.62,         104713.85,          90264.93,          78890.25,          78843.47,          81129.95,          68751.21,          71528.28,          84065.47,          88597.18,          84696.30,          68112.38,          63798.58,          68522.58,          66705.23,          20101.15,          17840.42,
,World,Stone and Glass,Export,Export(US$ Mil),          90565.89,          88091.31,          89120.12,          98083.01,         105889.00,         105740.14,         108487.16,          81430.37,          57860.60,          74446.29,          60591.23,          49465.68,          36708.66,          31385.09,          26567.23,          23728.82,          24993.78,          26589.59,          22442.87,          21379.00,          21613.21,          21243.43,          18487.56,          17946.87,          19922.36,          14449.34,          13108.70,           2973.18,           3091.90,
,World,Textiles and Clothing,Export,Export(US$ Mil),          29011.72,          26577.01,          28093.80,          29378.85,          29929.68,          29826.27,          31983.16,          26614.50,          20972.06,          25839.24,          25893.63,          26791.80,          26161.41,          26329.13,          24566.73,          23343.49,          23971.07,          26172.50,          23114.49,          24769.99,          24655.23,          21985.32,          21011.26,          17461.46,          14623.36,          13997.98,          13192.74,           1068.40,            881.20,
,World,Transportation,Export,Export(US$ Mil),         339459.13,         340265.70,         220216.18,         228804.67,         221182.56,         223014.82,         196696.23,         171155.37,         130362.73,         251548.97,         264407.63,         239891.55,         169477.28,         155277.58,         173593.46,         172061.29,         170192.41,         172786.48,         177265.46,         168959.80,         155737.00,         137713.80,         127442.52,         125722.27,         114913.29,         111896.94,         103073.21,          30746.20,          29819.47,
,World,Vegetable,Export,Export(US$ Mil),          96095.59,          95353.42,          92212.79,         104305.51,          99043.13,         101631.24,          97633.46,          82581.84,          73022.76,          88612.11,          65085.46,          47870.41,          41424.34,          42338.08,          38182.79,          33783.49,          32537.98,          32316.77,          32061.47,          34325.84,          38587.42,          42661.14,          38515.33,          30399.59,          28630.37,          30081.73,          27352.55,           5280.26,           4657.81,
,World,Wood,Export,Export(US$ Mil),          68740.99,          65397.03,          66477.96,          70887.13,          70068.73,          66689.20,          68440.87,          63799.15,          53126.81,          66413.05,          67271.25,          66632.58,          65427.18,          62746.88,          54439.08,          52691.96,          54805.36,          60292.68,          55576.05,          52186.92,          55353.16,          54778.85,          58612.38,          47102.65,          42274.27,          40469.44,          38283.74,          19430.08,          19744.64,
,World,All Products,Export,Exports (in US$ Mil),        1966252.75,        1839536.71,        1910658.69,        2094932.01,        2034207.23,        1999040.61,        1932112.21,        1664679.09,        1371888.91,        1755531.06,        1582419.75,        1425207.92,        1261593.86,        1132005.59,         996966.27,         945652.57,         990139.20,        1059250.59,         931561.82,         895040.95,         903569.88,         825046.70,         774145.34,         678656.93,         609388.81,         581792.23,         548339.26,         126899.39,         115978.24,
,World,Capital goods,Import,Import(US$ Mil),         993832.85,         923661.00,         945984.28,         930576.11,         867500.53,         853148.67,         811309.90,         711831.44,         576294.99,         706812.56,         714068.00,         679957.37,         627471.52,         569342.84,         491653.15,         468273.84,         468319.10,         532840.13,         469776.34,         419117.95,         398217.47,         359847.17,         350638.99,         302077.69,         255559.00,         227183.89,         205653.39,          48131.62,          48162.83,
,World,Consumer goods,Import,Import(US$ Mil),        1041670.01,         994500.52,        1013052.05,        1017789.92,         960752.13,         938579.17,         925386.54,         846708.83,         705104.71,         901458.70,         885752.02,         834580.38,         768774.15,         677542.98,         602654.45,         549434.72,         505956.12,         508626.26,         439713.71,         395274.64,         361937.52,         321377.40,         304710.59,         284266.61,         253615.72,         233588.68,         213989.02,          33764.25,          33467.56,
,World,Intermediate goods,Import,Import(US$ Mil),         432278.64,         417389.47,         430163.62,         457035.40,         422440.90,         426488.47,         436394.27,         365112.36,         289829.59,         409880.00,         375400.70,         364880.83,         320659.49,         284932.32,         229812.00,         214625.11,         208161.32,         220337.48,         197613.86,         189132.49,         177007.17,         160052.04,         152672.51,         133910.87,         114354.20,         105417.67,          99817.13,          19284.73,          18823.32,
,World,Raw materials,Import,Import(US$ Mil),         263304.27,         221868.15,         251365.66,         386556.55,         399081.97,         445785.73,         473776.64,         374839.01,         291095.80,         483316.23,         354478.25,         325189.69,         272212.60,         212626.21,         166908.90,         136828.09,         126623.52,         143071.30,         102346.36,          88925.24,         107187.00,          98942.86,          89032.26,          79741.79,          76450.92,          75601.99,          74148.65,          11124.58,           9735.21,
,World,All Products,Import,Imports (in US$ Mil),        2840873.59,        2652146.51,        2734046.94,        2874905.53,        2728690.91,        2737694.96,        2715079.34,        2361338.23,        1924151.47,        2574742.98,        2398900.55,        2270325.22,        2050281.07,        1799177.92,        1543209.76,        1422535.89,        1362523.89,        1458021.22,        1274774.98,        1145722.65,        1095623.51,         988232.70,         935825.74,         837215.35,         734484.65,         675936.65,         627037.72,         116508.71,         113908.35,
,...,...,Development,"GNI per capita, Atlas method (current US$)",          56721.93,          55508.75,  55425.60,  55009.53,  53560.72,  52382.47,  50138.32,  48510.91,  47574.99,  48903.13,  47941.25,  47077.67,  45147.15,  42286.10,  38522.28,  36102.53,  35487.71,  34759.13,  32557.63,  31036.40,  30388.42,  29429.59,  28318.87,  27062.43,  25949.71,  25329.88,  24015.34,  23793.13,  23450.55,  23080.02
,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Development,Trade (% of GDP),,             30.01,     31.31,     33.24,     33.13,     33.61,     33.76,     31.10,     27.83,     33.30,     31.43,     30.60,     29.51,     28.46,     26.75,     27.01,     27.85,     30.24,     28.37,     27.79,     27.98,     26.94,     26.62,     24.93,     23.46,     22.87,     22.41,     22.50,     22.15,     21.95
,...,...,Development,Trade Balance (% of GDP),,             -2.76,     -2.85,     -2.75,     -2.82,     -3.35,     -3.50,     -3.28,     -2.62,     -4.31,     -4.32,     -4.82,     -4.66,     -4.19,     -3.63,     -3.14,     -2.64,     -2.81,     -2.09,     -1.45,     -0.90,     -0.73,     -0.78,     -1.05,     -0.86,     -0.52,     -0.47,     -1.17,     -1.39,     -1.82
,...,...,Development,Trade in services (% of GDP),              7.29,              7.20,      7.27,      7.39,      7.37,      7.29,      7.27,      6.93,      6.67,      6.82,      6.38,      5.93,      5.63,      5.50,      5.06,      5.02,      5.01,      5.35,      5.21,      5.28,      5.28,      5.21,      5.05,      4.91,      4.85,      4.86,      4.89,      4.74,      4.36,      4.27
,Canada,All Products,Export,Partner share(%)-Top 5 Export Partner,             14.35,             14.50,     14.69,     14.91,     14.78,     14.64,     14.56,     14.97,     14.92,     14.86,     15.70,     16.16,     16.80,     16.77,     17.04,     17.02,     16.50,     16.89,     17.59,     17.22,     16.61,     16.07,     16.28,     16.84,     16.44,     15.50,     15.52,,,
,Canada,All Products,Import,Partner share(%)-Top 5 Import Partner,             10.88,             10.78,     11.16,     12.44,     12.26,     11.93,     11.86,     12.04,     11.98,     13.31,     13.38,     13.69,     14.50,     14.62,     14.77,     15.17,     16.21,     16.14,     15.80,     15.53,     15.64,     16.16,     15.85,     15.76,     15.46,     14.98,     14.92,,,
,China,All Products,Export,Partner share(%)-Top 5 Export Partner,              7.53,              7.14,      6.90,      6.74,      6.96,      6.50,      6.27,      6.29,      5.79,      4.63,      4.68,      4.36,      3.74,,,,,,,,,,,,,,,      1.12,,
,China,All Products,Import,Partner share(%)-Top 5 Import Partner,             20.44,             19.99,     20.32,     18.76,     18.02,     17.40,     17.16,     18.05,     17.90,     15.40,     15.67,     14.81,     13.86,     12.73,     11.44,     10.10,      8.11,      7.38,      7.36,      7.00,      6.42,      5.87,      5.54,      5.28,      4.91,,,,,
,France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1.79,,
,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1.57,      1.43,
,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,      4.81,      4.81,      2.83,      2.77,
,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,              3.90,              3.88,      3.67,      3.65,      3.71,      4.02,      3.96,      4.17,      4.26,      4.39,      4.50,      4.77,      4.93,      5.31,      5.80,      6.00,      6.35,      6.71,      6.78,      7.12,      8.16,      9.18,      9.43,      8.92,      8.94,      9.27,      9.91,      5.55,      6.40,
,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,              5.40,              5.54,      5.36,      5.20,      5.57,      5.90,      5.37,      5.79,      5.68,      6.13,      6.83,      7.30,      7.52,      8.00,      8.50,      9.45,      9.98,     10.81,     11.37,     11.74,     12.17,     12.71,     14.54,     15.62,     16.16,     16.14,     16.69,      7.00,      7.08,
,"Korea, Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1.17,
,"Korea, Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1.81,
,Mexico,All Products,Export,Partner share(%)-Top 5 Export Partner,             12.68,             12.80,     12.61,     11.71,     11.37,     11.07,     10.55,     10.12,      9.71,      8.95,      8.92,      9.68,      9.75,      9.99,      9.93,     10.47,     10.41,     10.64,      9.46,      8.94,      8.00,      6.99,      6.09,      7.60,      6.93,      7.07,      6.13,,,
,Mexico,All Products,Import,Partner share(%)-Top 5 Import Partner,             12.13,             12.14,     11.84,     11.23,     11.23,     11.07,     10.68,     10.74,     10.02,      9.12,      9.54,      9.45,      9.00,      9.35,      9.62,     10.13,     10.21,      9.88,      9.22,      8.84,      8.41,      7.95,      7.12,      6.40,      5.92,      5.64,      5.43,,,
,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,      3.70,      3.83,      3.81,      4.44,      4.29,      4.70,      4.70,      4.34,      4.41,      4.09,      4.31,      4.70,      4.36,      4.50,      2.37,      2.57,
,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,      3.56,      3.38,
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,             16.23,             16.12,     16.41,     17.42,     17.01,     16.92,     17.17,     17.39,     17.24,     20.15,     20.96,     22.21,     23.95,     23.66,     23.41,     23.27,     22.95,     22.82,     22.01,     20.32,     19.58,     19.53,     19.56,     20.03,     19.15,     17.89,     17.42,     75.04,     73.58,
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,              7.84,              7.95,      8.19,      8.78,      8.84,      8.57,      8.24,      8.40,      8.57,      8.35,      8.64,      8.50,      8.70,      8.94,      9.44,      9.79,     10.35,     10.60,     11.33,     11.98,     12.19,     11.59,     11.78,     11.97,     11.99,     11.81,     12.00,     64.57,     65.43,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),             62.42,             59.01,     58.31,     56.79,     57.66,     56.47,     58.43,     59.89,     55.80,     54.92,     57.74,     57.81,     57.19,     56.66,     53.37,     51.36,     49.77,     51.37,     49.96,     40.67,     39.03,     36.84,     36.42,,     32.36,     31.01,     29.98,     30.50,     28.54,
,World,Animal,Export,Export Product share(%),              2.03,              1.99,      1.93,      2.08,      1.97,      1.90,      1.91,      1.84,      1.89,      1.75,      1.63,      1.56,      1.68,      1.59,      1.89,      1.92,      1.94,      1.69,      1.70,      1.68,      1.79,      1.95,      1.99,      1.98,      2.05,      2.18,      2.07,      3.07,      2.84,
,World,Capital goods,Export,Export Product share(%),             30.10,             30.90,     30.95,     29.18,     29.05,     29.64,     29.21,     30.71,     31.53,     34.46,     37.64,     39.03,     35.59,     36.75,     40.72,     42.23,     43.52,     45.29,     45.10,     44.72,     43.55,     41.54,     40.64,     41.32,     40.87,     40.66,     40.18,     25.36,     26.06,
,World,Chemicals,Export,Export Product share(%),              9.35,              9.73,      9.90,      9.18,      9.42,      9.53,      9.90,     10.51,     11.01,      9.73,      9.26,      8.93,      8.98,      9.12,      8.56,      7.98,      7.48,      7.00,      7.21,      7.19,      7.29,      7.12,      7.41,      7.22,      7.11,      7.31,      7.48,      4.30,      4.40,
,World,Consumer goods,Export,Export Product share(%),             26.49,             26.56,     26.50,     27.20,     27.14,     26.51,     25.70,     25.24,     24.98,     25.07,     24.62,     24.94,     25.82,     25.08,     25.32,     24.66,     24.01,     23.07,     22.39,     21.79,     21.34,     21.42,     21.02,     22.16,     21.68,     20.55,     19.42,     21.38,     22.07,
,World,Food Products,Export,Export Product share(%),              2.94,              3.08,      3.01,      2.78,      2.78,      2.60,      2.51,      2.49,      2.62,      2.13,      2.08,      2.08,      2.13,      2.26,      2.44,      2.41,      2.44,      2.26,      2.47,      2.71,      2.77,      2.84,      2.79,      3.09,      3.13,      3.20,      3.10,      1.54,      1.39,
,World,Footwear,Export,Export Product share(%),              0.11,              0.12,      0.12,      0.11,      0.11,      0.10,      0.10,      0.10,      0.11,      0.10,      0.09,      0.10,      0.10,      0.10,      0.11,      0.12,      0.12,      0.12,      0.13,      0.14,      0.15,      0.15,      0.15,      0.17,      0.17,      0.16,      0.16,      0.08,      0.07,
,World,Fuels,Export,Export Product share(%),             11.37,              8.48,      9.51,     13.58,     13.24,     12.69,     12.76,     10.44,      9.26,     11.54,      8.17,      7.89,      7.89,      6.35,      5.82,      4.61,      5.06,      4.72,      3.25,      3.11,      3.84,      4.05,      3.60,      3.70,      4.11,      4.31,      4.74,     10.00,      9.19,
